date,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle,real_m2,real_m2_trend,real_m2_cycle,t_bill_3mo,t_bill_3mo_trend,t_bill_3mo_cycle,pce_inflation,pce_inflation_trend,pce_inflation_cycle,unemployment,unemployment_trend,unemployment_cycle
1994-07-01,52.747881821144766,52.69222661127201,0.0010556744652281402,34.196632219987634,34.10009991107274,0.0028268518913279195,9.006470172755856,8.870008939479861,0.015267422975460576,114.18435450548054,113.29795159328754,0.007793198632621845,53.12697748792466,53.51578335821198,-0.007291776580708564,21.433483875435034,21.464752026039744,-0.0014577828428157247,2.5086945813957447e-05,2.5424380657714553e-05,-0.013360958307137238,0.04476666666666666,0.044782945789404144,-1.627912273748089e-05,0.059184491671734785,0.056639647052023255,0.0025448446197115296,0.06,0.061252552988226364,-0.0012525529882263658
1994-10-01,53.20321933633937,53.00416262575857,0.0037484577810142916,34.444902787465836,34.31356852951228,0.003820166887330778,9.33119159108809,8.990402395758881,0.03720511493542178,114.33516396698207,113.71157235466032,0.005468994441019781,53.36764032766619,53.728249050255386,-0.006734340365882385,21.56582380194964,21.51088744448011,0.0025506305223075287,2.4876926171844005e-05,2.540401646299141e-05,-0.020966575896956385,0.0528,0.04522886469323731,0.007571135306762691,0.06019833279555131,0.05667178842424728,0.0035265443713040356,0.056333333333333326,0.06031520760866073,-0.003981874275327403
1995-01-01,53.31558681897111,53.32747225143626,-0.0002229011924068658,34.46339654188913,34.53328343858537,-0.002025805317492857,9.409506420539092,9.116057330030158,0.031683099259516734,114.71819928902485,114.14051897547527,0.005048368223221189,53.75365667616238,53.96174411973338,-0.003863657395164477,21.51011354951913,21.556454460484787,-0.0021520604493039386,2.4744040322026627e-05,2.5400400435586542e-05,-0.026180274131514025,0.05736666666666667,0.04572937033986078,0.011637296326805893,0.052196788599035315,0.05673264098683712,-0.0045358523878018045,0.05466666666666666,0.05933116386661373,-0.004664497199947069
1995-04-01,53.3636343489559,53.6619601802594,-0.005574864690213843,34.728322237394096,34.759384431006445,-0.0008940342737044915,9.178942931573024,9.24654792035865,-0.007338235133522275,114.29413847548058,114.57964720390258,-0.0024949023818621185,54.1091419126972,54.21636101236595,-0.001979573263672041,21.53165552936427,21.60197034037388,-0.0032603274998304066,2.4806603116866483e-05,2.541462668025637e-05,-0.02421498939405886,0.055966666666666665,0.046251213476334985,0.00971545319033168,0.05347795923396226,0.05683189991669303,-0.0033539406827307744,0.05666666666666667,0.05831416569273229,-0.0016474990260656186
1995-07-01,53.67893503779142,54.0074211256845,-0.00610081199600776,34.923660980899896,34.99197137048081,-0.001954081198154878,9.10527483675348,9.381607875496076,-0.029897265646556814,115.32179736502555,115.02409822909347,0.002584802311439205,54.36744790906274,54.49208221201428,-0.002289819867320464,21.497362052279975,21.647927641241548,-0.006979496544987196,2.5055118527251995e-05,2.5447411487197813e-05,-0.015535889003844616,0.05366666666666667,0.04676841815992463,0.00689824850674204,0.05173855786141979,0.05697642548297291,-0.005237867621553122,0.05666666666666667,0.057275041706913346,-0.0006083750402466753
1995-10-01,53.895828675226824,54.36345710799026,-0.008639098951981783,35.05637836893074,35.23112775162171,-0.004972426890436754,9.257949312918372,9.520909282148311,-0.028007789428236674,115.29271182020351,115.46875783003267,-0.001525783695598193,54.588922835202396,54.78884103371907,-0.0036555587547688617,21.557067796982537,21.694778918920896,-0.006367893985765427,2.5107885918245392e-05,2.549912845353683e-05,-0.015462296484304972,0.05260000000000001,0.047261080606138324,0.005338919393861684,0.04743227948295248,0.0571709817419079,-0.009738702258955421,0.05566666666666666,0.05622359084216252,-0.0005569241754958543
1996-01-01,54.18414201013403,54.72945245190482,-0.010013717776670816,35.33063510702767,35.476896582226885,-0.004131246485580942,9.333283102360102,9.663921292060623,-0.034812657109300815,115.2603478742717,115.90861970827376,-0.005608655349996994,54.87355877102699,55.106508354000354,-0.00423622093403786,21.636921893836,21.74288585336769,-0.0048854144723287085,2.52417343091709e-05,2.5569947163890253e-05,-0.01291897493186056,0.0493,0.0477136084358014,0.001586391564198597,0.05515321949738783,0.05741705908246569,-0.0022638395850778648,0.05533333333333334,0.0551692317970853,0.00016410153624803886
1996-04-01,54.949489990281634,55.104478237059865,-0.002816588111032914,35.71137450077124,35.729211478011784,-0.0004993513803617233,9.702632843220528,9.809906181533336,-0.010995434161551465,116.05606387573566,116.33849115157348,-0.0024305854743200683,55.14491823601501,55.44484201122703,-0.005424091884702165,21.80695215035415,21.792526726870513,0.0006617246068763016,2.5378190598171025e-05,2.5659832685467605e-05,-0.01103667140803033,0.050199999999999995,0.04811374609436037,0.002086253905639622,0.05815012904346473,0.05771006120470211,0.00044006783876261724,0.055,0.054121035192677455,0.0008789648073225451
1996-07-01,55.284782233308135,55.48723299298972,-0.003655273124359759,35.860930888413776,35.98791151713072,-0.003534664071735527,10.023985844232369,9.957861765721503,0.0066184390127386195,116.69043526979144,116.75269632968678,-0.0005334152343232645,55.480052470411636,55.80346133153124,-0.0058123572946282565,21.816099469522374,21.84391587646404,-0.0012742281689517299,2.5460817527956627e-05,2.5768582254123095e-05,-0.012015304886260125,0.05096666666666667,0.048450229521989366,0.0025164371446773012,0.0551833670690276,0.0580439769089323,-0.0028606098399047014,0.05266666666666667,0.05308817421339493,-0.0004215075467282614
1996-10-01,55.690768844778745,55.87628023617666,-0.0033255618732566106,36.09052683347811,36.252819863080546,-0.004486751284601631,9.979630949657642,10.106653439356739,-0.012647852687021288,117.67039144988011,117.14530774186545,0.004472312413780877,55.87272842499599,56.181798840702186,-0.005516442878803041,21.803283395304238,21.89727900709667,-0.004301809934635692,2.5590820030041715e-05,2.589584987751067e-05,-0.011849024877392367,0.04976666666666667,0.04871309856755355,0.0010535680991131183,0.05876745940931505,0.05841307003787064,0.0003543893714444066,0.05333333333333333,0.05208037139669823,0.0012529619366350997
1997-01-01,55.79037271205876,56.27001371168757,-0.008560454661909134,36.24625826770924,36.52367364732147,-0.00762448764817325,10.156521652313662,10.255120427019163,-0.00966110822741939,118.11018618489153,117.51029177358478,0.0050920506801857,56.14807387423711,56.57907773295286,-0.007646888133177043,21.75192030833898,21.952826923044856,-0.009193876757408681,2.5667209790824144e-05,2.6041123290790314e-05,-0.014462659893963448,0.0506,0.048893965853133464,0.001706034146866535,0.058957844235047796,0.058809816553081526,0.00014802768196627014,0.052333333333333336,0.05110708583783113,0.0012262474955022085
1997-04-01,56.594425417268724,56.666663012264706,-0.001275594395086621,36.34811281713893,36.800098597979726,-0.012358238829982326,10.564540766854378,10.401953338242489,0.01550957322113966,118.41753339510423,117.8418891704984,0.004872993910352008,56.59656959185669,56.9943122010227,-0.007003101453954663,21.966913147326107,22.010713858259038,-0.001991954927917483,2.5847909477165533e-05,2.6203717344456672e-05,-0.013671557684121538,0.05046666666666667,0.048985102480871595,0.0014815641857950715,0.04803525486739879,0.05922691390948648,-0.011191659042087687,0.05,0.05017855973324777,-0.0001785597332477698
1997-07-01,57.15271885320342,57.064101582811915,0.0015517379635490158,36.808468650311404,37.08153183851946,-0.0073911064957488115,10.722545464554418,10.54570932884381,0.016629498997629,118.79768530355719,118.1346804248839,0.005596589618957815,57.10471063068781,57.42622028270986,-0.00561438720513685,22.068298753547516,22.07096939482054,-0.00012100976696327592,2.6069684611795118e-05,2.6382719885461046e-05,-0.011936115920377688,0.05046666666666667,0.04897984582425222,0.0014868208424144436,0.057763524728860816,0.05965715207930826,-0.0018936273504474438,0.04866666666666667,0.049305801684087006,-0.000639135017420335
1997-10-01,57.4825921383089,57.460097088975715,0.0003914133168727574,37.13922400276979,37.367103868025815,-0.006117079779607071,10.784028368840898,10.684979028134597,0.009227258778004899,119.02079840546998,118.38359091562923,0.005368131750675076,57.623003683095,57.8732327758106,-0.004333119275761632,22.098624679506248,22.133596448238343,-0.0015812805745469838,2.6317505206829115e-05,2.657699068660054e-05,-0.009811514677171118,0.0509,0.04887245923437574,0.0020275407656242597,0.05807225165769525,0.06008632624786832,-0.0020140745901730678,0.04666666666666667,0.04849970869165438,-0.0018330420249877133
1998-01-01,57.926133141164435,57.85241220912479,0.0012734819180826307,37.37844312941957,37.65574349203646,-0.007391340868902141,11.186886792144263,10.818405859256774,0.033493340445460706,119.49261537791295,118.58396616135043,0.007633288605814137,58.168522304304624,58.333529603417574,-0.0028326953345123584,22.13881425786656,22.198596842760995,-0.0026967123086314437,2.669754087419853e-05,2.6785175060737596e-05,-0.003277106012120612,0.05053333333333334,0.04865813532536905,0.0018751980079642905,0.053051984086447845,0.06049904808339409,-0.007447063996946245,0.04633333333333333,0.047770778297869576,-0.0014374449645362455
1998-04-01,58.317566849988694,58.23876530669104,0.0013521625783159408,37.92112283945884,37.94620039713158,-0.0006610898478087712,11.025270222546585,10.944648709836336,0.007339296503524384,119.80260504191287,118.73157675449013,0.008980142610350406,58.78008263469762,58.805074218602385,-0.00042508059605239623,22.169611433979327,22.26595095739362,-0.004336151909833497,2.7065590388241336e-05,2.7005724181604677e-05,0.0022143434675054863,0.04976666666666667,0.04833333392433756,0.0014333327423291103,0.06603570982735807,0.06087867045749411,0.005157039369863961,0.044,0.04712836239338662,-0.0031283623933866245
1998-07-01,58.881813994181485,58.61686509738192,0.004509826798121175,38.261126237793384,38.23700838041568,0.0006305476152368428,11.243156556057714,11.062560932303064,0.016193119105311293,119.62638182564005,118.82280740036015,0.0067400310309473355,59.30926887530529,59.2856584028338,0.00039817002843722804,22.33536609793493,22.335601801661817,-1.0552882015790743e-05,2.7328764142716036e-05,2.723699160806539e-05,0.003363744162252047,0.04823333333333333,0.047895686857141614,0.000337646476191715,0.062315082559638135,0.06120389182677878,0.0011111907328593545,0.04533333333333333,0.0465809144657567,-0.0012475811324233685
1998-10-01,59.65510184100696,58.98441780452505,0.01130637047682903,38.69329675613288,38.526640317452134,0.004316416297415859,11.534126773376823,11.171028059177411,0.031986540035779054,120.7396960163881,118.85477655803209,0.015734572892827536,59.862420388621814,59.772984035014176,0.0014951488766978827,22.419884356195112,22.40743141808224,0.000555595989548685,2.7876944663027685e-05,2.7477317685238e-05,0.014439138160454945,0.04253333333333333,0.047343721782605534,-0.0048103884492722015,0.064380845432507,0.06145663379746471,0.0029242116350422856,0.044333333333333336,0.04613493277603512,-0.001801599442701786
1999-01-01,59.99118538317828,59.33924940553332,0.010926675413989173,38.895131906875854,38.81353907126892,0.002099968113322692,11.811644928048832,11.269040698557207,0.047026698642594233,120.09427850104434,118.82518625613142,0.010623698511186497,60.41991745054777,60.264690281845404,0.002572444940907914,22.551592493897864,22.48132058928156,0.003120915652270906,2.8173608011155498e-05,2.772504455103241e-05,0.016049513474575505,0.04406666666666667,0.04667617738860126,-0.002609510721934591,0.0665399831018667,0.06161951246997653,0.004920470631890175,0.043,0.04579613584706943,-0.0027961358470694336
1999-04-01,60.33021930185222,59.679568381018534,0.010843403836410914,39.459127808552594,39.096208914564066,0.009239893587368098,11.705685458813612,11.35581979962778,0.030344290236895777,120.43690173002742,118.7330017387844,0.014248689273284043,61.09134351584587,60.75839360675685,0.0054649397790393905,22.54969211774238,22.55715669478232,-0.00033097311404350904,2.8400049488435186e-05,2.7978707017262707e-05,0.014947130509334272,0.044533333333333334,0.045888785870219946,-0.0013554525368866116,0.06825040642489077,0.0616769715770108,0.0065734348478799776,0.042666666666666665,0.04556911620205549,-0.002902449535388825
