date,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle
1972-01-01,36.7074879397266,37.22038028564207,-0.013875703096843495,22.041870974521633,22.32835226126291,-0.01291340213666281,6.352562261081866,6.3765692853285145,-0.0037719859557105995,106.59236323553527,107.83541691785781,-0.011594277629778382,36.88478241130981,37.41473297956022,-0.014265491576843203,17.722643414696414,17.746523216107537,-0.001346510633740472
1972-04-01,37.34364485729205,37.29316378827745,0.001352712626071284,22.333721248465604,22.387773599367158,-0.0024172884831212826,6.68799059858866,6.406767542723108,0.04295860983564159,106.80335040293325,107.54582834387192,-0.006927770050882742,37.085576235038985,37.59354828823311,-0.013604334302166343,17.97244222457625,17.782633509940812,0.01061726167645416
1972-07-01,37.49675344985806,37.36429041142822,0.003538908084720127,22.540454211289028,22.446372522801482,0.004182638895724011,6.772314055714636,6.435461002240265,0.05101936051607736,106.83972624622902,107.26258580863612,-0.003950075159627531,37.360548926768196,37.773800701804966,-0.011000453038322533,17.9955471065433,17.817261839507342,0.009956590679156996
1972-10-01,37.94380141044472,37.43279253373254,0.013559028842081489,22.85649596710057,22.503790102721574,0.015551620304389502,6.844511232643408,6.461940414860246,0.05751740466302535,107.44304209949777,106.9834588598128,0.0042866338010858485,37.66583006282741,37.95551599745286,-0.007661523279804072,18.091960419563218,17.850177340070776,0.013454220687520557
1973-01-01,38.683261357157456,37.49777890545678,0.031125281365357527,23.16819824643692,22.559722949216653,0.026614427139745267,7.141726070986201,6.485693953715719,0.09635567267477785,108.50040462278427,106.70597708331162,0.016676727826503424,37.96383276714643,38.138458122859035,-0.004589235360815458,18.277024928967684,17.881259236284567,0.021891608373540095
1973-04-01,38.902976461188366,37.55867133441788,0.035166484177652446,23.127026485138686,22.614084821195036,0.02242897701610813,7.379389353593941,6.506439681483858,0.12589848508301027,109.07783289260182,106.42798080086332,0.024593170855411906,38.324089690856624,38.32220284285429,4.923520604416254e-05,18.257078412363583,17.910537130520453,0.01916365688258237
1973-07-01,38.49831209727615,37.61562096847193,0.02319498329447134,23.060704765233066,22.667166121121156,0.017212625592391895,7.097350836170817,6.524289316111104,0.08418956254821164,109.25040728616871,106.14843919910084,0.02880407767705684,38.73017071217304,38.50620719394918,0.005799447152232684,17.982154541510962,17.938286870901297,0.0024424918343677327
1973-10-01,38.668000616372986,37.66960920473015,0.02615875306994342,22.889463414440094,22.71957882163188,0.0074496358683870945,7.356430425962183,6.539874692480114,0.11765681350511259,109.24110727808404,105.86795969756679,0.03136477835220397,39.05489179043438,38.689918945448404,0.009389064625536125,18.009708158101454,17.96500168275484,0.0024854403862373253
1974-01-01,38.139731565704764,37.72217090227443,0.011008552825349849,22.810756984461587,22.772185721863302,0.0016923554959000775,6.863703547057519,6.5541816340900105,0.04614390835794335,108.21601185122141,105.58904433156795,0.024574720271457906,39.42953975982061,38.872916335297006,0.01421750551527401,17.81323782353352,17.991205483190413,-0.009941175389708068
1974-04-01,38.03607108189948,37.77546748355526,0.0068750649244186945,22.88101652314953,22.825963941889462,0.0024089365485244763,6.895737014513966,6.568689021047075,0.04858912427760109,107.95193547877618,105.31623335528431,0.02471851602428643,39.66888730472344,39.0549990673574,0.015596300166454302,17.755409168263906,18.017453346463945,-0.014650707096337534
1974-07-01,37.48918268863948,37.83193298303284,-0.009101104176970853,22.812171967608826,22.88192412719904,-0.00305300770693151,6.512747779842292,6.585079049825746,-0.011044886488015937,107.03578401352682,105.05563416283533,0.01867314957873223,39.91061836672962,39.236312122473,0.01703976529761997,17.55995864961725,18.044191496631676,-0.027202598850490922
1974-10-01,37.15764433533872,37.894179325228635,-0.019628001031085418,22.277667189162532,22.941121752490044,-0.029346304596170825,6.534995145688517,6.605252333771267,-0.01069353643359161,104.74029650511405,104.81491555565091,-0.0007121660488120796,40.04812771957747,39.41738779054489,0.01587489041264689,17.630423754032122,18.071703351136605,-0.024721332113727623
1975-01-01,36.52775062732323,37.96462159313844,-0.038582452486779495,22.26744530747333,23.004580260110725,-0.03256757768541396,5.521849078134755,6.631091678782456,-0.18305666595708647,100.9571156724127,104.60290475910733,-0.03547549203733258,40.192528928333694,39.599190190253076,0.014872462489038618,17.728638241277647,18.099966388994385,-0.020728769514474887
1975-04-01,36.614740512104504,38.045230304667676,-0.0383248175315285,22.466915589789107,23.07291296985297,-0.02661552193533412,5.392532317661011,6.664476133340481,-0.21177625855374616,99.55466321736051,104.42832926978484,-0.04779411941772338,40.08413586263641,39.783096059684254,0.007538541686487044,17.95014059924759,18.12867791753489,-0.00989715201270025
1975-07-01,37.0303101183867,38.13707988580229,-0.0294502645269481,22.67948936934508,23.14627178498566,-0.02037275753105039,5.74337766602052,6.706575934452844,-0.15504104698776677,99.89185666568868,104.29757907895818,-0.04315998313157099,39.90917503116105,39.97087929274249,-0.0015449231820539033,18.141769880682787,18.157298120345846,-0.0008555724135863585
1975-10-01,37.34470596612362,38.24034791050328,-0.023700025888744758,22.812194523186086,23.22442689703817,-0.017909367783611962,5.855245024782811,6.7577250161612135,-0.14334845235898652,101.11512682407573,104.21394819336666,-0.030186242953487152,39.85874443255948,40.164536789923396,-0.007642622025163082,18.159655990249718,18.185171288138854,-0.0014040678683349128
1976-01-01,38.00264499671697,38.35451722195787,-0.009216547755871662,23.169316618584,23.306851102243375,-0.005918512298925815,6.359314714419748,6.8176379985312625,-0.06959245509992362,102.29026875894608,104.17797013189751,-0.018286144000451365,39.84376741660773,40.366066166691056,-0.013023493730056401,18.343732179928605,18.2116280187314,0.007227653376190357
1976-04-01,38.110298842111824,38.47850312031299,-0.009615168419255138,23.239412240418556,23.392749800066007,-0.006576495945946892,6.631135049067428,6.885430743884513,-0.03763170438009378,101.87041913582944,104.18827663415948,-0.02249800966814597,39.965927082773334,40.57731351077753,-0.015181861732991297,18.425189133946223,18.23597929007489,0.010322176405482164
1976-07-01,38.13520015755731,38.610991440310634,-0.012399244016165323,23.424299042901605,23.481231043100248,-0.0024275188043665352,6.6364528194347425,6.959902556492962,-0.047587866939750256,101.78644475608552,104.24237043023209,-0.023841733066463533,40.138129267246164,40.79983520460456,-0.01635130521763717,18.41937517653283,18.257615506787655,0.008820828294059169
1976-10-01,38.240749271314456,38.75042212563437,-0.013239967398410268,23.57401222945754,23.571293093691935,0.00011535128471384937,6.675370535317056,7.0396484293439485,-0.05313351625475127,101.8825441564521,104.33633931121244,-0.023799090857880678,40.32100440800627,41.03483773561091,-0.017548872415750427,18.429683979095746,18.27604318360146,0.008371537886082692
1977-01-01,38.52401383429824,38.89491441178248,-0.009581724355113952,23.79287640620719,23.6618830848071,0.005520780445090079,6.979969806963073,7.12299318994167,-0.020283437814794025,102.51215508015552,104.464749032279,-0.01886830696616748,40.509375888597276,41.283140147944465,-0.018920737013704336,18.461858725060512,18.290869256754245,0.00930492572423569
1977-04-01,39.08956077318067,39.042238014943415,0.0012113573412619871,23.880291656828906,23.751933620249115,0.005389559128846866,7.409529848836123,7.207943847071228,0.02758325918105564,103.98113517278861,104.62061996213446,-0.006131173653700195,40.753839070211605,41.54513312946138,-0.01923033601461821,18.521393932403754,18.301797164934772,0.011927231954513395
1977-07-01,39.601304756863186,39.18989456326025,0.010443144314438157,24.056533691074193,23.84044335304669,0.009023191754385262,7.741541546282998,7.292318361117877,0.059779319136255005,104.58350570655637,104.79572014410793,-0.002027082766748123,41.087888299331006,41.82073039835687,-0.017678769644052572,18.640214395852528,18.308638508899296,0.017948312981107772
1977-10-01,39.42598636035096,39.335377589142674,0.002300844135687541,24.1336360223717,23.92647699729051,0.008620883100848076,7.692919374195387,7.373959482455338,0.04234553886305603,105.14049277950792,104.98137381860087,0.0015145400514393614,41.51042444114256,42.10934436068195,-0.01432508532419341,18.427625343499493,18.311343778207842,0.006330169646287853
1978-01-01,39.382122331538056,39.47640144400671,-0.0023910961776514306,24.208484305773716,24.00922210928565,0.008265151772959278,7.773569252951033,7.450896676901065,0.04239503775424369,105.179257006515,105.16871561278181,0.00010022814682475456,41.912034162052365,42.40990841547403,-0.011809026785486232,18.340801762866896,18.31007161427262,0.0016769126061064732
1978-04-01,40.727623815818305,39.61070631264466,0.02780713690735004,24.653261186168113,24.087986396110193,0.023195964958271365,8.219890577008922,7.521288770279038,0.08881939487557577,107.77918455641506,105.34891743684422,0.022806682336304007,42.31767001172445,42.72094706337462,-0.00948463389204246,18.605918018660784,18.305055697842572,0.016302413824956563
1978-07-01,40.95031937515962,39.735945851861466,0.030103394311006948,24.65884753209411,24.16219557579967,0.020346516921992297,8.418447044849778,7.583447450998386,0.10445746966616154,108.18796903517662,105.51309835742597,0.025035068062397414,42.80905246158389,43.0406259754889,-0.005394873452674975,18.586423197822118,18.296551024995335,0.01571880508004364
1978-10-01,41.307620617707215,39.85044293544416,0.03591348129201899,24.704266834934046,24.2316225016708,0.019317479969850115,8.601150799505998,7.6360835805800455,0.11901115680245189,108.98941888082928,105.65383377570917,0.031082772112988266,43.327561994313285,43.36679923889725,-0.0009051856823196758,18.580405812284546,18.285000522775604,0.016026494305505068
1979-01-01,41.196952475377856,39.95326180132857,0.030653968603988613,24.737330128293337,24.29634965351685,0.017987324891176826,8.573435704016827,7.67841300384083,0.11025566554128652,109.27685323469734,105.76532771714032,0.032661849596511416,43.88053789081674,43.69710771410848,0.004188978675328414,18.417001188420986,18.271027187357635,0.007957624207523217
1979-04-01,41.06673518521023,40.04436664772711,0.025210425264181602,24.68579184470448,24.356757690707454,0.013418514908459134,8.546851310676898,7.710252482046853,0.1030120129781098,109.16142514631815,105.84383778852256,0.03086297189371834,44.41840249764177,44.0290941602283,0.008803207920844436,18.293234231256477,18.255436130415585,0.002068371513512357
1979-07-01,41.18424932468608,40.12450124373693,0.026068734006183814,24.885441369276386,24.413508345693366,0.019146348678655833,8.423783975567432,7.731994374229689,0.08569229682679635,109.6658766456468,105.88780101676993,0.03505820568063012,44.914191947245364,44.36034189454238,0.012407954085517758,18.219763525842467,18.239121051245718,-0.001061882580706719
1979-10-01,41.074548699555535,40.19505875709722,0.02164460505364252,24.956951420809528,24.467476880808555,0.01980763602884661,8.26163178402633,7.744576581953416,0.06462931805066363,109.33059953227804,105.89772750951148,0.0319025215820572,45.33404239182989,44.68860773707189,0.014339629272986265,18.148237023733863,18.222996224055237,-0.004110902981756315
1980-01-01,41.028692326435404,40.258106124809416,0.018960256796727304,25.034831723329003,24.519841113075337,0.020785492946672424,8.155642389043061,7.74939377027845,0.05109538826965343,108.59313941055639,105.87648063318574,0.02533509488574115,45.73948991696228,45.011933418371555,0.016034395049520977,18.151247744562852,18.207960642251393,-0.0031195917732116385
1980-04-01,40.02640233962128,40.316274048154554,-0.007215915111441262,24.392328414731576,24.572093806919355,-0.007342727299175067,7.430409393080061,7.748183643375037,-0.041877490077381285,106.19126069771102,105.82906085775616,0.0034166554379648773,46.119578081726,45.32871466966032,0.017296837496991735,17.91518554715877,18.194863711646835,-0.01549063281998464
1980-07-01,39.813679334962266,40.37268962950167,-0.013943001984909387,24.58345210327025,24.62606053578293,-0.0017317157141221173,6.900302939677605,7.742947255136149,-0.11521708249922935,105.26012748359761,105.76215650427727,-0.0047580753873317505,46.29457523399888,45.63776596214849,0.014289213979882476,17.89853853991263,18.184517406627524,-0.01585147639690465
1980-10-01,40.415843195576066,40.43031597702876,-0.0003580326327288219,24.798298052273907,24.683469849112985,0.004641241174609068,7.465342607342861,7.735486658578231,-0.03554707338041485,106.31295662803188,105.68267836950251,0.005946161255529603,46.362791178073124,45.9383743274267,0.009196413491374233,18.042785590559962,18.17755689142985,-0.007441780701384015
1981-01-01,41.06525448877395,40.49178042361404,0.014063373379871624,24.786504669709252,24.746040580292135,0.0016338388513741364,8.14128082159477,7.727043902747966,0.052221146058718304,106.54729334580648,105.59720911751853,0.00895701344320532,46.569260519987346,46.2302302471769,0.007306759517165418,18.278034708698463,18.174437967209986,0.005683950239547375
1981-04-01,40.62693001336423,40.55971791646606,0.001655743006198307,24.633146272336923,24.815583344313122,-0.0073788710514350875,7.8342444851593855,7.718685035666118,0.014860425611153527,106.27844754621911,105.51270448491202,0.007231146255661791,46.94478998149829,46.513293436184185,0.009234077901189242,18.06181365863296,18.175533835837605,-0.00627642796106187
1981-07-01,40.97483092339685,40.63714056604783,0.008275557578298898,24.606684044689946,24.893959070724893,-0.01160705126945416,8.197167856323466,7.711723320026185,0.06104703112440113,105.83421871602465,105.43668857431017,0.0037632309716624235,47.22628106642316,46.78774589174696,0.009329211171772656,18.227966053519687,18.181285144271698,0.0025642348189371944
1981-10-01,40.39145912766627,40.72713082747933,-0.008276120577524804,24.308204630748573,24.98294447190504,-0.02737943844098023,7.921092497494477,7.707539365905413,0.027330149670549364,105.00561107565815,105.37714140205676,-0.0035319502977273487,47.588073280537785,47.054054552743615,0.011285130786207187,18.012309185055425,18.192065095799123,-0.00993014747104759
1982-01-01,39.646310859951,40.8330191486686,-0.02949314584081364,24.38804216902553,25.08417067992682,-0.0281440598589362,7.123545205208516,7.707807109158666,-0.07882820189846274,102.90441444168871,105.34227849188987,-0.023414301476691435,47.88856929642568,47.312981077132434,0.012092139897989629,17.874415500624906,18.208280926020883,-0.01850609775900036
1982-04-01,39.7057949376321,40.957974171719485,-0.031049375566732706,24.305644259785684,25.198878750852355,-0.03609090207338106,7.073947109000947,7.7143386295997765,-0.08666214293903907,103.07389532691576,105.34008604438256,-0.021747869522357632,47.97556056865365,47.56564640756896,0.008580939875188598,17.870740561235138,18.230232790679533,-0.01991658835296839
1982-07-01,39.439028407535936,41.10446813576067,-0.041360934625111145,24.43522569076098,25.327904771795982,-0.03588097628007825,6.946908124166988,7.728584127228178,-0.10662899350497534,102.03025721544911,105.37703353879667,-0.032275305587473824,48.05350833657187,47.81356235936431,0.005005816418852671,17.858332596491113,18.25801628895416,-0.022134020865726356
1982-10-01,39.33573611563333,41.27423680427889,-0.048105077509785765,24.803947957389024,25.471547285401765,-0.02655920414342683,6.3495814992362165,7.751605072637024,-0.1995110229678143,100.76493549026063,105.45820531521386,-0.04552428335573655,48.091156961788755,48.05853395844739,0.0006785878203245943,17.951702628121897,18.291505333766693,-0.01875179829615714
1983-01-01,39.74881770826249,41.46800665901158,-0.042342108573146575,24.999857468281327,25.62955714264757,-0.024876137776839613,6.471660983124265,7.783984019852042,-0.18463549563764214,101.12480302898435,105.58662302518854,-0.043176259770932646,47.997106361912614,48.30255673123201,-0.006343768687679496,18.110638890460745,18.33032458609317,-0.012057220012662295
1983-04-01,40.54698891947365,41.68530048729164,-0.02768703854878707,25.485278408315462,25.801269622791967,-0.012322732770918776,6.953928331116967,7.825368809787721,-0.11806414016212008,102.0445249759109,105.76237424242036,-0.03578558778440932,47.93894764714519,48.54768845710572,-0.01261830470157932,18.37370110118295,18.373884825703758,-9.99927022027336e-06
1983-07-01,41.241014083892296,41.92455563112239,-0.01643845985516057,25.93390626156966,25.985614343876165,-0.0019918558106648554,7.291658934274087,7.874520971454507,-0.07690127070729158,103.80526966317152,105.98274971812006,-0.020759605449319984,47.99247753898297,48.795835564181594,-0.01660069172965528,18.474318994198793,18.421456123829806,0.0028655262762389277
1983-10-01,41.98074238538579,42.18347229480948,-0.0048174940448908465,26.24686692101002,26.181301259119994,0.0025011629567264215,7.948704189713286,7.929608457591026,0.002405260779605456,105.45222160492548,106.24269849692507,-0.007468110860040511,48.1262328964179,49.048556691996026,-0.0189833494321463,18.59612926470187,18.472303538919522,0.006680950717240286
1984-01-01,42.62400287951046,42.459279212560226,0.00387206202456003,26.374218965022337,26.3869774230985,-0.0004836303646715834,8.625809777788177,7.988377160678548,0.0767712154424629,107.03681225245663,106.535783728409,0.004691888871562355,48.356826869456,49.30693131551845,-0.01945725698307621,18.667655117830364,18.525718926490377,0.007632374529359165
1984-04-01,43.25102969152762,42.74901821103388,0.01167481169579565,26.70694325658355,26.60129446583373,0.003963699930200626,8.833300048611775,8.048523149416733,0.09304006133538412,108.15387216770951,106.8550313737552,0.012081886582858914,48.826416725556335,49.57147384754788,-0.015144051504020428,18.751336526543675,18.58106455677613,0.009122003703625037
1984-07-01,43.551774997595565,43.049762593389104,0.011593743975473192,26.8025679493864,26.822854993846516,-0.0007566204354008121,8.944969960282313,8.108062557365052,0.09823241461465848,108.32213638966913,107.19371842614747,0.010471881768101099,49.325218838158676,49.84210408151831,-0.010424601755084861,18.795670997188388,18.637784512579465,0.008435631641428465
1984-10-01,43.77606194851025,43.358823132575836,0.009576922137385147,27.032422687224457,27.050282988280085,-0.0006604810717889542,8.776641661417651,8.1654276309863,0.07218473705876072,108.68405323785649,107.54585964020971,0.010527721117954414,49.81596304750768,50.118266058488736,-0.006050057838833833,18.7863426870659,18.69542290051114,0.004851423803323041
