date,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend
1982-01-01,39.646310859951,40.8330191486686,24.38804216902553,25.08417067992682,7.123545205208516,7.707807109158666,102.90441444168871,105.34227849188987,47.88856929642568,47.312981077132434,17.874415500624906,18.208280926020883
1982-04-01,39.7057949376321,40.957974171719485,24.305644259785684,25.198878750852355,7.073947109000947,7.7143386295997765,103.07389532691576,105.34008604438256,47.97556056865365,47.56564640756896,17.870740561235138,18.230232790679533
1982-07-01,39.439028407535936,41.10446813576067,24.43522569076098,25.327904771795982,6.946908124166988,7.728584127228178,102.03025721544911,105.37703353879667,48.05350833657187,47.81356235936431,17.858332596491113,18.25801628895416
1982-10-01,39.33573611563333,41.27423680427889,24.803947957389024,25.471547285401765,6.3495814992362165,7.751605072637024,100.76493549026063,105.45820531521386,48.091156961788755,48.05853395844739,17.951702628121897,18.291505333766693
1983-01-01,39.74881770826249,41.46800665901158,24.999857468281327,25.62955714264757,6.471660983124265,7.783984019852042,101.12480302898435,105.58662302518854,47.997106361912614,48.30255673123201,18.110638890460745,18.33032458609317
1983-04-01,40.54698891947365,41.68530048729164,25.485278408315462,25.801269622791967,6.953928331116967,7.825368809787721,102.0445249759109,105.76237424242036,47.93894764714519,48.54768845710572,18.37370110118295,18.373884825703758
1983-07-01,41.241014083892296,41.92455563112239,25.93390626156966,25.985614343876165,7.291658934274087,7.874520971454507,103.80526966317152,105.98274971812006,47.99247753898297,48.795835564181594,18.474318994198793,18.421456123829806
1983-10-01,41.98074238538579,42.18347229480948,26.24686692101002,26.181301259119994,7.948704189713286,7.929608457591026,105.45222160492548,106.24269849692507,48.1262328964179,49.048556691996026,18.59612926470187,18.472303538919522
1984-01-01,42.62400287951046,42.459279212560226,26.374218965022337,26.3869774230985,8.625809777788177,7.988377160678548,107.03681225245663,106.535783728409,48.356826869456,49.30693131551845,18.667655117830364,18.525718926490377
1984-04-01,43.25102969152762,42.74901821103388,26.70694325658355,26.60129446583373,8.833300048611775,8.048523149416733,108.15387216770951,106.8550313737552,48.826416725556335,49.57147384754788,18.751336526543675,18.58106455677613
1984-07-01,43.551774997595565,43.049762593389104,26.8025679493864,26.822854993846516,8.944969960282313,8.108062557365052,108.32213638966913,107.19371842614747,49.325218838158676,49.84210408151831,18.795670997188388,18.637784512579465
1984-10-01,43.77606194851025,43.358823132575836,27.032422687224457,27.050282988280085,8.776641661417651,8.1654276309863,108.68405323785649,107.54585964020971,49.81596304750768,50.118266058488736,18.7863426870659,18.69542290051114
1985-01-01,44.1031541732896,43.67375045980677,27.48265960737843,27.2821424774544,8.443541947873273,8.219512945607157,109.30900922967393,107.90610220121052,50.28952432754855,50.399063241984685,18.793967259441274,18.753617126067546
1985-04-01,44.38533150711794,43.99228658635257,27.714578791911084,27.516935797318705,8.547010566202749,8.269561662906561,109.78342498047478,108.26973543137997,50.65424729002514,50.683387170907494,18.813401909494164,18.812057117635526
1985-07-01,44.94515612152135,44.312377494011585,28.217920517377078,27.753239511012186,8.423498257466624,8.31494539293101,109.80202624336724,108.63286221114853,51.02013850334988,50.97003466568693,19.000669948290906,18.87045426822466
1985-10-01,45.14573739863318,44.63215678704985,28.23479038151782,27.989705680134513,8.731766891588737,8.355203357122996,110.03026159161544,108.99247882143197,51.325521919581384,51.25775647523747,19.01995557918067,18.92851722951095
1986-01-01,45.34272867563827,44.95010273642967,28.401711561875377,28.225233384662555,8.685096959706813,8.389944475024187,109.31491755508655,109.3462738757057,51.59472587037487,51.545306524709524,19.14901705581215,18.986032707631377
1986-04-01,45.42207967432207,45.264975302044114,28.49491162813424,28.45884082136854,8.546476865191202,8.419014939824784,108.72670894063012,109.6925570343395,51.95552954717492,51.83145365816198,19.203025492018785,19.042842265217367
1986-07-01,45.72594523361404,45.575749951048216,28.949946960479174,28.689627632068802,8.294694835176331,8.442453605539235,108.96578689709624,110.02959903157186,52.26386429643494,52.11497119113218,19.263973842887367,19.09888774547673
1986-10-01,45.83748811126896,45.881476944125,29.05970266776875,28.916690415650493,8.287063938662214,8.460391306636994,109.46355253021996,110.35504244906015,52.494799088166154,52.3946851537674,19.224153952834328,19.154210759271184
1987-01-01,46.01773972076651,46.18128056208024,29.07454236741082,29.13926606942898,8.48986580997597,8.472877871154106,110.43671578306467,110.66583438460894,52.68536656996573,52.66949232016543,19.16471389451516,19.208956897880974
1987-04-01,46.379926717484686,46.474239801766586,29.46494116806297,29.356663988666288,8.439862041212006,8.47986456570487,110.72497353251667,110.95833148723763,52.95238649776161,52.938332351132985,19.248762422703795,19.26331743791978
1987-07-01,46.657850937017876,46.75931303099603,29.777374782619944,29.568138284899913,8.372107587971536,8.481323869717214,111.19248875491192,111.22871729630808,53.20847358670053,53.200137029579295,19.278566192216736,19.317458071606076
1987-10-01,47.341963527377494,47.035380870695555,29.786487433856788,29.772997467526015,8.947140802915932,8.477213988387865,112.08019622896173,111.47300489913653,53.45027646686307,53.45383056886221,19.42953160589504,19.371537254240472
1988-01-01,47.45752870571937,47.30124212001679,30.23192409188595,29.970671324986178,8.498970585761647,8.467435528622582,111.88483160385296,111.68716786055538,53.81298557781705,53.69832763561134,19.452959072975045,19.425690773161882
1988-04-01,47.970481343717715,47.555871849058626,30.424683174994758,30.160592204736727,8.637630659544133,8.452185823613195,113.21425438180131,111.86755249060214,54.074643160642886,53.93252761266814,19.4797283113765,19.480092338614817
